ncv_id	ncv_location	ncv_sample_id	target_gene_name	target_gene_id	target_promoter_location	chiapet_factor	chiapet_petcount
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	BSCL2_ENST00000433053	103019	chr11:62474166..62475167,-	POLR2A-human	23
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	GNG3	1025	chr11:62475267..62476268,+	POLR2A-human	23
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	GNG3	1025	chr11:62475267..62476268,+	POLR2A-human	23
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	GNG3	1025	chr11:62475267..62476268,+	POLR2A-human	23
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	GNG3	1025	chr11:62475267..62476268,+	POLR2A-human	23
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	GNG3	1025	chr11:62475267..62476268,+	POLR2A-human	23
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	GNG3	1025	chr11:62475267..62476268,+	POLR2A-human	23
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	HNRNPUL2	74764	chr11:62494127..62495128,-	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	HNRNPUL2	74764	chr11:62494127..62495128,-	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	HNRNPUL2	74764	chr11:62494127..62495128,-	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	HNRNPUL2	74764	chr11:62494127..62495128,-	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	HNRNPUL2	74764	chr11:62494127..62495128,-	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	HNRNPUL2	74764	chr11:62494127..62495128,-	POLR2A-human	74
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	TTC9C_ENST00000513247	103255	chr11:62495335..62496336,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	TTC9C_ENST00000513247	103255	chr11:62495335..62496336,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	TTC9C_ENST00000513247	103255	chr11:62495335..62496336,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	TTC9C_ENST00000513247	103255	chr11:62495335..62496336,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	TTC9C_ENST00000513247	103255	chr11:62495335..62496336,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	TTC9C_ENST00000513247	103255	chr11:62495335..62496336,+	POLR2A-human	74
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	TTC9C	61140	chr11:62495820..62496821,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	TTC9C	61140	chr11:62495820..62496821,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	TTC9C	61140	chr11:62495820..62496821,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	TTC9C	61140	chr11:62495820..62496821,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	TTC9C	61140	chr11:62495820..62496821,+	POLR2A-human	74
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	TTC9C	61140	chr11:62495820..62496821,+	POLR2A-human	74
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	ZBTB3	61141	chr11:62521033..62522034,-	POLR2A-human	6
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	ZBTB3	61141	chr11:62521033..62522034,-	POLR2A-human	6
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	ZBTB3	61141	chr11:62521033..62522034,-	POLR2A-human	6
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	ZBTB3	61141	chr11:62521033..62522034,-	POLR2A-human	6
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	ZBTB3	61141	chr11:62521033..62522034,-	POLR2A-human	6
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	ZBTB3	61141	chr11:62521033..62522034,-	POLR2A-human	6
HS_chr1_162524576_162524655	chr1:162524076..162525155,.	TCGA-A2-A04X	UAP1	891	chr1:162535358..162536359,+	POLR2A-human	6
HS_chr1_162524576_162524655	chr1:162524076..162525155,.	TCGA-A2-A04X	UAP1_ENST00000271469	103335	chr1:162535358..162536359,+	POLR2A-human	6
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	TAF6L	61142	chr11:62542755..62543756,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	TAF6L	61142	chr11:62542755..62543756,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	TAF6L	61142	chr11:62542755..62543756,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	TAF6L	61142	chr11:62542755..62543756,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	TAF6L	61142	chr11:62542755..62543756,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	TAF6L	61142	chr11:62542755..62543756,+	POLR2A-human	2
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	CHRM1	61147	chr11:62678071..62679072,-	POLR2A-human	4
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	NAA40	61158	chr11:63706068..63707069,+	POLR2A-human	3
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	STIP1	61163	chr11:63953233..63954234,+	POLR2A-human	3
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	FERMT3	61164	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	URP2	82486	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	FKBP2	5096	chr11:64009359..64010360,+	POLR2A-human	3
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	PPP1R14B	4079	chr11:64014843..64015844,-	POLR2A-human	2
HS_chr11_62608580_62608628	chr11:62608080..62609128,.	TCGA-A8-A07B	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	SLC3A2	61146	chr11:62623241..62624242,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	CHRM1	61147	chr11:62678071..62679072,-	POLR2A-human	4
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	NAA40	61158	chr11:63706068..63707069,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	FERMT3	61164	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	URP2	82486	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	FKBP2	5096	chr11:64009359..64010360,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	PPP1R14B	4079	chr11:64014843..64015844,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-AO-A0J6	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	SLC3A2	61146	chr11:62623241..62624242,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	CHRM1	61147	chr11:62678071..62679072,-	POLR2A-human	4
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	NAA40	61158	chr11:63706068..63707069,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	FERMT3	61164	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	URP2	82486	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	FKBP2	5096	chr11:64009359..64010360,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	PPP1R14B	4079	chr11:64014843..64015844,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-BH-A1FN	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	SLC3A2	61146	chr11:62623241..62624242,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	CHRM1	61147	chr11:62678071..62679072,-	POLR2A-human	4
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	NAA40	61158	chr11:63706068..63707069,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	FERMT3	61164	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	URP2	82486	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	FKBP2	5096	chr11:64009359..64010360,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	PPP1R14B	4079	chr11:64014843..64015844,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-C8-A12Q	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	SLC3A2	61146	chr11:62623241..62624242,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	CHRM1	61147	chr11:62678071..62679072,-	POLR2A-human	4
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	NAA40	61158	chr11:63706068..63707069,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	FERMT3	61164	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	URP2	82486	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	FKBP2	5096	chr11:64009359..64010360,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	PPP1R14B	4079	chr11:64014843..64015844,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-D8-A1J9	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	SLC3A2	61146	chr11:62623241..62624242,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	CHRM1	61147	chr11:62678071..62679072,-	POLR2A-human	4
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	NAA40	61158	chr11:63706068..63707069,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	FERMT3	61164	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	URP2	82486	chr11:63974336..63975337,+	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	FKBP2	5096	chr11:64009359..64010360,+	POLR2A-human	3
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	PPP1R14B	4079	chr11:64014843..64015844,-	POLR2A-human	2
HS_chr11_62609208_62609347	chr11:62608708..62609847,.	TCGA-E9-A1N3	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	2
HS_chr11_63455407_63455442	chr11:63454907..63455942,.	TCGA-B6-A0I6	ATL3	74767	chr11:63438306..63439307,-	POLR2A-human	2
HS_chr11_63455407_63455442	chr11:63454907..63455942,.	TCGA-B6-A0I6	ATL3_ENST00000332645	106829	chr11:63438686..63439687,-	POLR2A-human	2
HS_chr11_63455407_63455442	chr11:63454907..63455942,.	TCGA-B6-A0I6	RTN3	61155	chr11:63448608..63449609,+	POLR2A-human	9
HS_chr11_63482395_63482459	chr11:63481895..63482959,.	TCGA-B6-A0RU	RTN3	61155	chr11:63448608..63449609,+	POLR2A-human	4
HS_chr11_63455407_63455442	chr11:63454907..63455942,.	TCGA-B6-A0I6	RTN3_ENST00000341307	96985	chr11:63448608..63449609,+	POLR2A-human	9
HS_chr11_63482395_63482459	chr11:63481895..63482959,.	TCGA-B6-A0RU	RTN3_ENST00000341307	96985	chr11:63448608..63449609,+	POLR2A-human	4
HS_chr11_63455407_63455442	chr11:63454907..63455942,.	TCGA-B6-A0I6	RTN3_ENST00000356000	96984	chr11:63448608..63449609,+	POLR2A-human	9
HS_chr11_63482395_63482459	chr11:63481895..63482959,.	TCGA-B6-A0RU	RTN3_ENST00000356000	96984	chr11:63448608..63449609,+	POLR2A-human	4
HS_chr11_63929713_63929721	chr11:63929213..63930221,.	TCGA-AO-A0J6	STIP1	61163	chr11:63953233..63954234,+	POLR2A-human	77
HS_chr11_63929713_63929721	chr11:63929213..63930221,.	TCGA-AO-A0J6	PPP1R14B	4079	chr11:64014843..64015844,-	POLR2A-human	5
HS_chr1_16681136_16681204	chr1:16680636..16681704,.	TCGA-AO-A0J6	FAM131C	74603	chr1:16399436..16400437,-	POLR2A-human	2
HS_chr11_64225845_64225912	chr11:64225345..64226412,.	TCGA-A2-A04P	Q8N9J4_HUMAN	78859	chr11:64216516..64217517,+	POLR2A-human	4
HS_chr1_164522665_164522737	chr1:164522165..164523237,.	TCGA-AR-A0TX	PBX1	6476	chr1:164528559..164529560,+	POLR2A-human	3
HS_chr1_164522665_164522737	chr1:164522165..164523237,.	TCGA-AR-A0TX	PBX1_ENST00000420696	94186	chr1:164528559..164529560,+	POLR2A-human	3
HS_chr1_164522665_164522737	chr1:164522165..164523237,.	TCGA-AR-A0TX	PBX1_ENST00000540236	106778	chr1:164528559..164529560,+	POLR2A-human	3
HS_chr11_64642782_64642815	chr11:64642282..64643315,.	TCGA-AO-A03N	ATG2A	67432	chr11:64684106..64685107,-	POLR2A-human	2
HS_chr11_64642782_64642815	chr11:64642282..64643315,.	TCGA-AO-A03N	ARL2	1063	chr11:64781179..64782180,+	POLR2A-human	9
HS_chr11_64642782_64642815	chr11:64642282..64643315,.	TCGA-AO-A03N	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	5
HS_chr11_64939124_64939236	chr11:64938624..64939736,.	TCGA-A2-A0EY	TM7SF2	74771	chr11:64878987..64879988,+	POLR2A-human	171
HS_chr11_64939124_64939236	chr11:64938624..64939736,.	TCGA-A2-A0EY	ZNHIT2	61192	chr11:64884624..64885625,-	POLR2A-human	171
HS_chr11_64939124_64939236	chr11:64938624..64939736,.	TCGA-A2-A0EY	FAU	61193	chr11:64888784..64889785,-	POLR2A-human	177
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	FAU	61193	chr11:64888784..64889785,-	POLR2A-human	2
HS_chr11_64939124_64939236	chr11:64938624..64939736,.	TCGA-A2-A0EY	MRPL49	61194	chr11:64889318..64890319,+	POLR2A-human	177
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	MRPL49	61194	chr11:64889318..64890319,+	POLR2A-human	2
HS_chr11_64939124_64939236	chr11:64938624..64939736,.	TCGA-A2-A0EY	SYVN1	61195	chr11:64900571..64901572,-	POLR2A-human	171
HS_chr11_64939124_64939236	chr11:64938624..64939736,.	TCGA-A2-A0EY	CAPN1	81358	chr11:64949672..64950673,+	POLR2A-human	3
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	CAPN1	81358	chr11:64949672..64950673,+	POLR2A-human	7
HS_chr11_65100472_65100501	chr11:65099972..65101001,.	TCGA-B6-A0I6	POLA2	785	chr11:65029263..65030264,+	POLR2A-human	3
HS_chr11_65100472_65100501	chr11:65099972..65101001,.	TCGA-B6-A0I6	POLA2_ENST00000265465	94396	chr11:65029263..65030264,+	POLR2A-human	3
HS_chr11_65100472_65100501	chr11:65099972..65101001,.	TCGA-B6-A0I6	CDC42EP2	61197	chr11:65087869..65088870,+	POLR2A-human	6
HS_chr11_65100472_65100501	chr11:65099972..65101001,.	TCGA-B6-A0I6	TIGD3	61199	chr11:65122779..65123780,+	POLR2A-human	11
HS_chr11_65100472_65100501	chr11:65099972..65101001,.	TCGA-B6-A0I6	SLC25A45	74772	chr11:65148921..65149922,-	POLR2A-human	4
HS_chr11_65100472_65100501	chr11:65099972..65101001,.	TCGA-B6-A0I6	MAP3K11	261	chr11:65380726..65381727,-	POLR2A-human	2
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	DPF2	61198	chr11:65100857..65101858,+	POLR2A-human	3
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	LTBP3	61201	chr11:65324929..65325930,-	POLR2A-human	27
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	SSSCA1	61202	chr11:65337462..65338463,+	POLR2A-human	44
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	FAM89B	61203	chr11:65339640..65340641,+	POLR2A-human	44
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	FAM89B_ENST00000449319	102791	chr11:65339640..65340641,+	POLR2A-human	44
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	EHBP1L1	78337	chr11:65343273..65344274,+	POLR2A-human	44
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	MAP3K11	261	chr11:65380726..65381727,-	POLR2A-human	8
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	PCNXL3_ENST00000355703	92605	chr11:65383282..65384283,+	POLR2A-human	8
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	PCNXL3	78597	chr11:65384236..65385237,+	POLR2A-human	8
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	Q9H6A9_HUMAN	84895	chr11:65384236..65385237,+	POLR2A-human	8
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	MUS81	755	chr11:65627724..65628725,+	POLR2A-human	2
HS_chr11_65266724_65266764	chr11:65266224..65267264,.	TCGA-BH-A0DK	MUS81_ENST00000308110	99527	chr11:65627724..65628725,+	POLR2A-human	2
HS_chr11_65272831_65272845	chr11:65272331..65273345,.	TCGA-AO-A0JM	SSSCA1	61202	chr11:65337462..65338463,+	POLR2A-human	30
HS_chr11_65272831_65272845	chr11:65272331..65273345,.	TCGA-AO-A0JM	FAM89B	61203	chr11:65339640..65340641,+	POLR2A-human	34
HS_chr11_65272831_65272845	chr11:65272331..65273345,.	TCGA-AO-A0JM	FAM89B_ENST00000449319	102791	chr11:65339640..65340641,+	POLR2A-human	34
HS_chr11_65272831_65272845	chr11:65272331..65273345,.	TCGA-AO-A0JM	EHBP1L1	78337	chr11:65343273..65344274,+	POLR2A-human	34
HS_chr11_65272831_65272845	chr11:65272331..65273345,.	TCGA-AO-A0JM	PCNXL3_ENST00000355703	92605	chr11:65383282..65384283,+	POLR2A-human	2
HS_chr1_16540165_16540201	chr1:16539665..16540701,.	TCGA-A8-A08L	ARHGEF19_ENST00000449495	103318	chr1:16532537..16533538,-	POLR2A-human	6
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	MAP3K11	261	chr11:65380726..65381727,-	POLR2A-human	2
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	PCNXL3_ENST00000355703	92605	chr11:65383282..65384283,+	POLR2A-human	2
HS_chr1_16540165_16540201	chr1:16539665..16540701,.	TCGA-A8-A08L	RSG1	1081	chr1:16562736..16563737,-	POLR2A-human	18
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	RELA	4149	chr11:65429802..65430803,-	POLR2A-human	2
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	KAT5	61207	chr11:65479238..65480239,+	POLR2A-human	5
HS_chr11_65527479_65527546	chr11:65526979..65528046,.	TCGA-A2-A0EY	RNASEH2C	61208	chr11:65487728..65488729,-	POLR2A-human	2
HS_chr11_65571816_65571837	chr11:65571316..65572337,.	TCGA-AR-A0TX	OVOL1	61209	chr11:65554344..65555345,+	POLR2A-human	3
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	CFL1	61211	chr11:65625069..65626070,-	POLR2A-human	39
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	MUS81	755	chr11:65627724..65628725,+	POLR2A-human	34
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	MUS81_ENST00000308110	99527	chr11:65627724..65628725,+	POLR2A-human	34
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	C11orf68	61218	chr11:65685184..65686185,-	POLR2A-human	3
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	C11orf68_ENST00000438576	92470	chr11:65686001..65687002,-	POLR2A-human	3
HS_chr11_65555371_65555405	chr11:65554871..65555905,.	TCGA-A8-A08L	DRAP1	61219	chr11:65686472..65687473,+	POLR2A-human	3
HS_chr1_165581933_165581978	chr1:165581433..165582478,.	TCGA-A2-A0EY	MGST3_ENST00000367883	106229	chr1:165600976..165601977,+	POLR2A-human	4
HS_chr1_165595885_165595929	chr1:165595385..165596429,.	TCGA-A7-A0CE	MGST3_ENST00000367883	106229	chr1:165600976..165601977,+	POLR2A-human	5
HS_chr1_16681136_16681204	chr1:16680636..16681704,.	TCGA-AO-A0J6	RSG1	1081	chr1:16562736..16563737,-	POLR2A-human	2
HS_chr1_165728666_165728714	chr1:165728166..165729214,.	TCGA-AQ-A04J	TMCO1	55423	chr1:165737487..165738488,-	POLR2A-human	3
HS_chr1_165728666_165728714	chr1:165728166..165729214,.	TCGA-AQ-A04J	TMCO1_ENST00000367881	101697	chr1:165737640..165738641,-	POLR2A-human	3
HS_chr11_66045248_66045337	chr11:66044748..66045837,.	TCGA-C8-A12Q	SF3B2	67438	chr11:65819355..65820356,+	POLR2A-human	2
HS_chr11_65948615_65948635	chr11:65948115..65949135,.	TCGA-A1-A0SM	PACS1	61225	chr11:65837457..65838458,+	POLR2A-human	3
HS_chr11_65948615_65948635	chr11:65948115..65949135,.	TCGA-A2-A0D2	PACS1	61225	chr11:65837457..65838458,+	POLR2A-human	3
HS_chr11_66018760_66018785	chr11:66018260..66019285,.	TCGA-AR-A0TX	KLC2	61226	chr11:66025565..66026566,+	POLR2A-human	4
HS_chr11_66045248_66045337	chr11:66044748..66045837,.	TCGA-C8-A12Q	KLC2	61226	chr11:66025565..66026566,+	POLR2A-human	6
HS_chr11_66045248_66045337	chr11:66044748..66045837,.	TCGA-C8-A12Q	BRMS1	61231	chr11:66109204..66110205,-	POLR2A-human	2
HS_chr11_66045248_66045337	chr11:66044748..66045837,.	TCGA-C8-A12Q	BRMS1_ENST00000425825	95176	chr11:66109204..66110205,-	POLR2A-human	2
HS_chr11_66045248_66045337	chr11:66044748..66045837,.	TCGA-C8-A12Q	RP11-867G23.8	95639	chr11:66130251..66131252,+	POLR2A-human	8
HS_chr11_66082599_66082630	chr11:66082099..66083130,.	TCGA-B6-A0RU	YIF1A	61228	chr11:66055955..66056956,-	POLR2A-human	8
HS_chr11_66082599_66082630	chr11:66082099..66083130,.	TCGA-B6-A0RU	RIN1_ENST00000424433	101340	chr11:66102798..66103799,-	POLR2A-human	3
HS_chr11_66082599_66082630	chr11:66082099..66083130,.	TCGA-B6-A0RU	RIN1	67440	chr11:66103372..66104373,-	POLR2A-human	3
HS_chr11_66082599_66082630	chr11:66082099..66083130,.	TCGA-B6-A0RU	BRMS1	61231	chr11:66109204..66110205,-	POLR2A-human	7
HS_chr11_66082599_66082630	chr11:66082099..66083130,.	TCGA-B6-A0RU	BRMS1_ENST00000425825	95176	chr11:66109204..66110205,-	POLR2A-human	7
HS_chr11_66082599_66082630	chr11:66082099..66083130,.	TCGA-B6-A0RU	B3GNT1	61232	chr11:66114515..66115516,-	POLR2A-human	5
HS_chr11_66082599_66082630	chr11:66082099..66083130,.	TCGA-B6-A0RU	SLC29A2	61233	chr11:66138561..66139562,-	POLR2A-human	2
HS_chr11_66175382_66175486	chr11:66174882..66175986,.	TCGA-A8-A07B	DPP3	61236	chr11:66249171..66250172,+	POLR2A-human	2
HS_chr11_66175382_66175486	chr11:66174882..66175986,.	TCGA-A8-A07B	RBM4B	61243	chr11:66444049..66445050,-	POLR2A-human	3
HS_chr11_66189767_66189818	chr11:66189267..66190318,.	TCGA-AR-A0TX	MRPL11	61235	chr11:66205724..66206725,-	POLR2A-human	4
HS_chr11_66189767_66189818	chr11:66189267..66190318,.	TCGA-AR-A0TX	MRPL11_ENST00000329819	95941	chr11:66205724..66206725,-	POLR2A-human	4
HS_chr11_66189767_66189818	chr11:66189267..66190318,.	TCGA-AR-A0TX	RBM14	61242	chr11:66383691..66384692,+	POLR2A-human	2
HS_chr11_66418071_66418126	chr11:66417571..66418626,.	TCGA-AR-A0TX	RBM14	61242	chr11:66383691..66384692,+	POLR2A-human	5
HS_chr11_66552298_66552329	chr11:66551798..66552829,.	TCGA-A8-A094	C11orf80	91979	chr11:66511713..66512714,+	POLR2A-human	5
HS_chr1_166647583_166647613	chr1:166647083..166648113,.	TCGA-AO-A0J2	POGK	55425	chr1:166809693..166810694,+	POLR2A-human	2
HS_chr1_16681136_16681204	chr1:16680636..16681704,.	TCGA-AO-A0J6	C1orf144_ENST00000401088	93563	chr1:16693252..16694253,+	POLR2A-human	11
HS_chr1_16681136_16681204	chr1:16680636..16681704,.	TCGA-AO-A0J6	C1orf144	74604	chr1:16693259..16694260,+	POLR2A-human	11
HS_chr1_16681136_16681204	chr1:16680636..16681704,.	TCGA-AO-A0J6	SZRD1	101176	chr1:16693259..16694260,+	POLR2A-human	11
